latitude,longitude,cluster_id,risk_score,risk_level,timestamp
19.266293647526226,72.81055810891574,0,0.4954609862997771,Moderate,2023-12-13 00:00:00
26.833027904675006,80.95790805330067,1,0.6574448438812103,Critical,2023-04-30 02:00:00
27.050740585155022,80.67927960662158,1,0.04613090223140175,Low,2023-10-29 19:00:00
13.557889415046668,77.58605624152347,-1,0.998119142451904,Critical,2023-04-21 00:00:00
12.870128634045132,77.72588450225163,2,0.1068646043387214,Low,2023-05-16 03:00:00
18.97483693754299,72.67330776598175,0,0.9891218186059042,Critical,2023-05-31 23:00:00
27.242116145053213,81.1427386117716,1,0.11465980391817941,Low,2023-05-29 11:00:00
19.372458556143847,72.87083330441651,0,0.9860741551635979,Critical,2023-07-09 07:00:00
28.849662242580003,76.97540345588901,3,0.18831759933440106,Low,2023-04-28 14:00:00
18.89015952757147,73.13475441718084,-1,0.9934518571356813,Critical,2023-12-02 10:00:00
13.055537518301474,80.39467030401283,4,0.02035008596054365,Low,2023-10-15 12:00:00
26.933409787060853,80.92167663180513,1,0.07136222171043953,Low,2023-10-31 12:00:00
26.17936419969367,80.95979022251403,-1,0.15645981703894293,Low,2023-11-02 15:00:00
18.515973042917537,72.85681040817961,-1,0.10570365446627689,Low,2023-12-16 12:00:00
26.608321634606288,80.86537562349292,1,0.07442783088639701,Low,2023-08-21 08:00:00
18.711938506691386,72.57827698800295,-1,0.7700060457682805,Critical,2023-11-24 23:00:00
26.939904817278336,81.25592080618388,1,0.07992964488227818,Low,2023-06-15 19:00:00
12.716976735928537,80.34737584994437,4,0.0631937123712488,Low,2023-10-18 00:00:00
18.744470307436067,72.9939703868074,0,0.5216326531572957,Moderate,2023-10-09 02:00:00
29.2032467661687,77.13835766275594,3,0.07992299969789642,Low,2023-07-24 08:00:00
12.84593853103899,77.41095363731569,2,0.006061589123468377,Low,2023-06-23 14:00:00
19.137178999649077,72.82436759661536,0,0.09470554638941614,Low,2023-12-29 18:00:00
18.53407543105812,72.60634954455993,-1,0.6912073749537604,Critical,2023-12-09 07:00:00
12.84483580806927,80.60106220277817,-1,0.5734311138922266,Moderate,2023-07-28 06:00:00
28.17395238310784,77.29058711891304,-1,0.1425115700960649,Low,2023-07-16 19:00:00
18.737314965926533,72.76877722227245,0,0.09802342943103601,Low,2023-02-25 21:00:00
28.81888857266978,77.00875238830874,3,0.016838146094452854,Low,2023-05-23 06:00:00
12.807216618651854,80.50875567742304,4,0.06723672379737156,Low,2023-01-08 07:00:00
18.96994876389157,72.85924298878452,0,0.06778054073002178,Low,2023-01-31 07:00:00
28.562654370163333,76.88189846122837,3,0.1055342053934297,Low,2023-12-23 12:00:00
27.505442790963137,81.13930632918695,-1,0.7814885124604156,Critical,2023-01-30 21:00:00
26.790312513890456,81.04630643574748,1,0.8658275556035923,Critical,2023-10-27 23:00:00
12.77901943745604,80.38700716826058,4,0.015318537729605819,Low,2023-11-01 16:00:00
19.42476548911851,72.99633588457154,0,0.06455933982252392,Low,
13.021241576513011,77.90212285016536,-1,0.9915547107552747,Critical,2023-02-07 07:00:00
18.352286671172077,72.83222219519828,-1,0.8112166777179225,Critical,2023-10-31 12:00:00
28.306851285752277,77.33425168854835,3,0.03246753500834613,Low,2023-10-06 11:00:00
13.010454628168326,77.57430674123653,2,0.02371687158236723,Low,2023-05-16 19:00:00
19.2825239519729,72.98582171382994,0,0.4659525051464001,Moderate,2023-04-18 03:00:00
13.018075550538311,77.33273525543892,2,0.06855422121814801,Low,2023-02-17 06:00:00
13.069249402005154,80.30439251944254,4,0.07111156499223338,Low,2023-10-31 12:00:00
26.75925671399517,80.84639957951308,1,0.4220032102273254,Moderate,2023-10-07 22:00:00
18.65209012260906,73.00416910210485,0,0.11005418132721528,Low,2023-06-07 11:00:00
12.916427439089787,79.95746337655245,-1,0.16100563022369754,Low,2023-01-13 19:00:00
29.11991932044678,77.08477056619152,3,0.12131113059386124,Low,2023-12-26 23:00:00
19.057702148554927,73.05442531153096,0,0.6318845565265432,Critical,2023-06-06 12:00:00
28.097046786076383,77.06151060295068,-1,0.17881108142490834,Low,2023-02-05 07:00:00
13.10220078864197,77.68991827567503,2,0.29324884325405254,Low,2023-05-14 11:00:00
28.58657413024288,77.05129516293918,3,0.07301848835791999,Low,2023-08-12 18:00:00
26.634091454868678,80.99103764111489,1,0.1250074600270007,Low,2023-12-29 16:00:00
13.190513834871158,80.23081249251985,4,0.1035185333592407,Low,2023-10-31 12:00:00
13.318042548189087,77.54485030155261,2,0.9962617426017857,Critical,2023-06-17 19:00:00
13.383295963224072,80.12637504837816,4,0.9920310697330363,Critical,2023-12-13 22:00:00
28.42281690585542,77.14488588960371,3,0.2006062303789874,Low,2023-04-18 19:00:00
13.036840969737582,80.3110622402861,4,0.22745779806630007,Low,2023-12-12 18:00:00
26.879447814285903,81.14661985769149,1,0.7266691604877239,Critical,2023-04-16 15:00:00
27.24179862000096,80.81586024281377,1,0.11111758345271121,Low,2023-03-17 10:00:00
18.94572754726474,72.94384649779562,0,0.74895124324212,Critical,2023-11-19 01:00:00
26.735329260811145,81.06668197639445,1,0.11827596956484436,Low,2023-03-17 06:00:00
18.71245691924335,72.80487820344828,0,0.8876863674156897,Critical,2023-05-08 03:00:00
18.677994877355392,72.66881841755672,-1,0.11404028244277474,Low,2023-09-16 14:00:00
13.377399046381118,77.64297773905325,2,0.1617648414559102,Low,2023-05-27 16:00:00
28.64095040790257,77.09085919725142,3,0.06815105464710426,Low,2023-04-29 08:00:00
13.457657630123627,80.43764079790023,4,0.09388050401372836,Low,2023-06-19 22:00:00
26.978535744422132,81.00863487965111,1,0.9929186745016818,Critical,2023-12-23 14:00:00
18.844882872698523,72.90850814335404,0,0.4864552090424819,Moderate,2023-08-03 18:00:00
26.89508059037071,80.83817676705188,1,0.8472833986461578,Critical,2023-05-20 23:00:00
13.659997424290532,80.19612122201131,-1,0.08892579887451782,Low,2023-03-07 15:00:00
26.865648211541924,81.09368506300586,1,0.2457661572664467,Low,2023-03-11 17:00:00
13.615204950046293,80.09200585837652,-1,0.0976836053270719,Low,2023-06-17 05:00:00
12.107691605711013,77.5623032321651,-1,0.17268874914418578,Low,2023-10-04 12:00:00
19.40224715690045,72.95828064982989,0,0.07365939464988551,Low,2023-04-13 11:00:00
19.141720861991526,72.83584329494526,0,0.1487316081928503,Low,2023-04-22 19:00:00
12.94554020218306,80.36158928775295,4,0.07605697080426657,Low,2023-02-25 22:00:00
26.915764836280136,81.05715299527232,1,0.9421457514252722,Critical,2023-02-08 00:00:00
26.22573397699442,81.25111700496767,-1,0.030838684465855682,Low,2023-01-22 22:00:00
12.886156802412671,77.41569498822015,2,0.992066143973786,Critical,2023-08-04 17:00:00
13.15718024147615,80.24922835224666,4,0.7951145941953994,Critical,2023-04-01 03:00:00
27.38292748968573,80.94622548161739,1,0.8535501344993148,Critical,2023-10-31 20:00:00
12.799611722816865,77.51530428829912,2,0.019059751392201937,Low,2023-10-19 10:00:00
26.564153942424294,81.21812601799687,-1,0.9906288997634008,Critical,2023-09-07 21:00:00
28.48881146704152,77.48176323938566,-1,0.6661262500487412,Critical,2023-04-08 11:00:00
19.38302397392265,72.86841934731973,0,0.3555734140348627,Moderate,2023-08-18 07:00:00
19.17930200036547,72.98649534544631,0,0.7706599158429751,Critical,2023-07-08 02:00:00
12.88361114563712,80.32156504335522,4,0.027081742205635542,Low,2023-05-19 17:00:00
13.194850477726174,77.47607160950278,2,0.059645829565973765,Low,2023-10-02 08:00:00
28.69013468063036,76.81806831147463,-1,0.8404420123318422,Critical,2023-04-10 06:00:00
13.329765896863565,77.4989128373912,2,0.13486217097757722,Low,2023-01-24 07:00:00
18.87364639075833,72.76800877356887,0,0.3693744712540619,Moderate,2023-10-21 17:00:00
12.874001805316924,77.79635602731351,2,0.18000569976428663,Low,2023-09-02 15:00:00
18.998258011247195,72.8639075802947,0,0.8372821471187707,Critical,2023-10-16 02:00:00
12.527718293770524,77.59874464772204,2,0.09938304752820443,Low,2023-07-14 02:00:00
13.13338872334018,80.4661750599105,4,0.10246172245557185,Low,2023-02-20 14:00:00
28.83631489968832,76.91287105839183,3,0.026792513229932206,Low,2023-03-30 20:00:00
26.86362577367953,80.85006650925189,1,0.8846877413390262,Critical,2023-01-17 02:00:00
28.65171025050598,77.3048116399645,3,0.00583304948990788,Low,2023-05-16 09:00:00
